Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
Air India,15-03-2022,Banglore,New Delhi,10:30:00,11:20 16 ,24h 50m,1 stop,7013
Jet Airways,21-05-2022,Delhi,Cochin,15:00:00,19:00 22 ,28h,1 stop,16079
Jet Airways,06-06-2022,Kolkata,Banglore,09:35:00,18:00,8h 25m,1 stop,10539
Jet Airways,06-05-2022,Kolkata,Banglore,16:30:00,23:35,7h 5m,1 stop,11841
IndiGo,15-03-2022,Banglore,New Delhi,19:35:00,00:35 16 ,5h,1 stop,10509
IndiGo,03-06-2022,Chennai,Kolkata,13:15:00,15:35,2h 20m,non-stop,3597
Air India,01-05-2022,Kolkata,Banglore,09:25:00,13:45 02 ,28h 20m,2 stops,15532
Multiple carriers,09-03-2022,Delhi,Cochin,06:50:00,21:00,14h 10m,1 stop,14086
Multiple carriers,27-03-2022,Delhi,Cochin,14:35:00,22:20,7h 45m,1 stop,5883
Multiple carriers,03-06-2022,Delhi,Cochin,07:00:00,21:00,14h,1 stop,7618
Jet Airways,01-05-2022,Kolkata,Banglore,17:00:00,18:00 02 ,25h,1 stop,9314
Jet Airways,09-06-2022,Kolkata,Banglore,09:35:00,21:05,11h 30m,1 stop,13994
IndiGo,27-04-2022,Delhi,Cochin,07:35:00,12:10,4h 35m,1 stop,5073
Air Asia,24-03-2022,Banglore,New Delhi,11:10:00,13:55,2h 45m,non-stop,3383
Multiple carriers,01-06-2022,Delhi,Cochin,09:00:00,19:15,10h 15m,1 stop,16108
Multiple carriers,27-05-2022,Delhi,Cochin,10:20:00,01:30 28 ,15h 10m,1 stop,6795
Jet Airways,01-04-2022,Kolkata,Banglore,16:30:00,04:40 02 ,12h 10m,1 stop,12681
Jet Airways,12-06-2022,Delhi,Cochin,15:00:00,12:35 13 ,21h 35m,1 stop,10262
Vistara,06-06-2022,Kolkata,Banglore,17:00:00,18:50 07 ,25h 50m,1 stop,8820
Jet Airways,09-03-2022,Banglore,New Delhi,05:50:00,12:20,6h 30m,1 stop,10037
Multiple carriers,12-06-2022,Delhi,Cochin,06:00:00,12:35,6h 35m,1 stop,11789
GoAir,15-05-2022,Delhi,Cochin,10:35:00,19:35,9h,1 stop,7378
IndiGo,24-05-2022,Banglore,Delhi,18:55:00,21:50,2h 55m,non-stop,4823
Jet Airways,24-06-2022,Banglore,Delhi,19:50:00,22:50,3h,non-stop,6478
Jet Airways,01-06-2022,Delhi,Cochin,09:40:00,04:25 02 ,18h 45m,2 stops,13014
Jet Airways,24-05-2022,Kolkata,Banglore,16:30:00,22:35,6h 5m,1 stop,10844
Multiple carriers,27-06-2022,Delhi,Cochin,08:00:00,21:00,13h,1 stop,7408
Multiple carriers,27-06-2022,Delhi,Cochin,07:05:00,16:10,9h 5m,1 stop,9646
SpiceJet,06-05-2022,Chennai,Kolkata,17:45:00,20:05,2h 20m,non-stop,3597
SpiceJet,27-06-2022,Kolkata,Banglore,17:10:00,19:40,2h 30m,non-stop,3873
GoAir,27-06-2022,Delhi,Cochin,14:25:00,19:35,5h 10m,1 stop,7870
Jet Airways,27-06-2022,Delhi,Cochin,05:30:00,12:35,7h 5m,2 stops,13344
Air India,12-06-2022,Mumbai,Hyderabad,19:30:00,20:45,1h 15m,non-stop,3100
Air India,18-03-2022,Banglore,New Delhi,21:05:00,23:55,2h 50m,non-stop,4441
IndiGo,27-03-2022,Delhi,Cochin,04:55:00,12:00,7h 5m,1 stop,6171
Jet Airways,09-05-2022,Kolkata,Banglore,20:25:00,10:55 10 ,14h 30m,1 stop,10953
Air India,09-05-2022,Kolkata,Banglore,14:30:00,08:55 10 ,18h 25m,2 stops,14214
IndiGo,24-06-2022,Delhi,Cochin,07:30:00,21:00,13h 30m,1 stop,6093
Air India,24-06-2022,Delhi,Cochin,12:55:00,19:15 25 ,30h 20m,2 stops,12436
Jet Airways,18-05-2022,Delhi,Cochin,13:25:00,19:00 19 ,29h 35m,2 stops,15129
Multiple carriers,03-06-2022,Delhi,Cochin,06:00:00,12:35,6h 35m,1 stop,13259
Air India,24-05-2022,Kolkata,Banglore,09:50:00,12:30 25 ,26h 40m,2 stops,15170
Jet Airways,21-05-2022,Kolkata,Banglore,16:30:00,22:35,6h 5m,1 stop,14781
IndiGo,01-06-2022,Delhi,Cochin,11:25:00,01:30 02 ,14h 5m,1 stop,6206
SpiceJet,09-05-2022,Kolkata,Banglore,17:10:00,19:40,2h 30m,non-stop,3841
Jet Airways,15-06-2022,Delhi,Cochin,11:30:00,19:00,7h 30m,1 stop,14714
IndiGo,09-06-2022,Delhi,Cochin,04:55:00,21:00,16h 5m,1 stop,6093
Jet Airways,09-06-2022,Banglore,Delhi,11:10:00,14:05,2h 55m,non-stop,8016
Air India,27-03-2022,Delhi,Cochin,06:05:00,09:25 28 ,27h 20m,1 stop,5117
Jet Airways,01-05-2022,Kolkata,Banglore,08:25:00,04:40 02 ,20h 15m,1 stop,8586
IndiGo,09-03-2022,Delhi,Cochin,15:00:00,01:35 10 ,10h 35m,1 stop,13611
IndiGo,09-05-2022,Delhi,Cochin,16:10:00,22:30,6h 20m,1 stop,6704
IndiGo,09-05-2022,Kolkata,Banglore,06:20:00,10:20,4h,1 stop,4226
Air India,06-04-2022,Banglore,Delhi,17:00:00,19:45,2h 45m,non-stop,4651
SpiceJet,27-05-2022,Kolkata,Banglore,22:20:00,00:40 28 ,2h 20m,non-stop,3873
GoAir,03-03-2022,Banglore,New Delhi,20:55:00,23:50,2h 55m,non-stop,7222
Multiple carriers,15-05-2022,Delhi,Cochin,11:30:00,21:00,9h 30m,1 stop,13727
IndiGo,27-03-2022,Delhi,Cochin,09:10:00,15:30,6h 20m,1 stop,10141
SpiceJet,24-04-2022,Banglore,Delhi,21:10:00,00:05 25 ,2h 55m,non-stop,3625
IndiGo,15-04-2022,Delhi,Cochin,07:35:00,16:10,8h 35m,1 stop,6442
Jet Airways,06-05-2022,Banglore,Delhi,17:45:00,20:45,3h,non-stop,7229
Air Asia,24-06-2022,Delhi,Cochin,16:45:00,06:35 25 ,13h 50m,1 stop,6752
Jet Airways,24-03-2022,Kolkata,Banglore,21:10:00,18:10 25 ,21h,1 stop,13759
Air India,06-03-2022,Mumbai,Hyderabad,12:00:00,12:25 07 ,24h 25m,1 stop,14408
Air India,09-06-2022,Delhi,Cochin,20:15:00,19:15 10 ,23h,2 stops,13381
Vistara,01-04-2022,Kolkata,Banglore,17:00:00,20:20 02 ,27h 20m,1 stop,9135
IndiGo,15-05-2022,Kolkata,Banglore,18:05:00,23:30,5h 25m,1 stop,6218
SpiceJet,27-04-2022,Kolkata,Banglore,09:00:00,11:25,2h 25m,non-stop,4174
Air India,06-06-2022,Kolkata,Banglore,19:00:00,11:05 07 ,16h 5m,1 stop,6117
Jet Airways,15-05-2022,Kolkata,Banglore,09:35:00,21:05,11h 30m,1 stop,10703
Jet Airways,12-06-2022,Kolkata,Banglore,09:35:00,09:45 13 ,24h 10m,1 stop,12692
Jet Airways,06-06-2022,Kolkata,Banglore,17:00:00,10:55 07 ,17h 55m,1 stop,10539
Jet Airways,24-03-2022,Kolkata,Banglore,13:55:00,19:40,5h 45m,1 stop,11134
IndiGo,24-03-2022,Banglore,New Delhi,21:20:00,00:15 22 ,2h 55m,non-stop,4777
Jet Airways,18-05-2022,Delhi,Cochin,11:30:00,12:35 19 ,25h 5m,1 stop,12373
Multiple carriers,03-03-2022,Delhi,Cochin,13:05:00,21:20,8h 15m,2 stops,11966
IndiGo,15-05-2022,Chennai,Kolkata,22:05:00,00:25 16 ,2h 20m,non-stop,5277
Air India,01-03-2022,Banglore,New Delhi,08:50:00,23:55 02 ,39h 5m,2 stops,17135
Jet Airways,06-06-2022,Delhi,Cochin,14:00:00,19:00,5h,1 stop,14714
IndiGo,09-03-2022,Banglore,New Delhi,22:20:00,01:10 10 ,2h 50m,non-stop,6144
Air India,01-04-2022,Banglore,Delhi,13:20:00,16:10,2h 50m,non-stop,5911
Vistara,12-03-2022,Mumbai,Hyderabad,19:45:00,19:55 13 ,24h 10m,1 stop,12080
IndiGo,06-04-2022,Banglore,Delhi,10:30:00,13:20,2h 50m,non-stop,4423
Multiple carriers,27-05-2022,Delhi,Cochin,09:00:00,21:00,12h,1 stop,7618
Air Asia,27-05-2022,Banglore,Delhi,11:10:00,13:55,2h 45m,non-stop,3383
Air India,06-03-2022,Delhi,Cochin,19:45:00,19:15 07 ,23h 30m,2 stops,12646
Multiple carriers,18-05-2022,Delhi,Cochin,06:00:00,21:00,15h,1 stop,7670
IndiGo,15-05-2022,Kolkata,Banglore,04:40:00,07:15,2h 35m,non-stop,4804
Jet Airways,12-03-2022,Banglore,New Delhi,20:35:00,18:25 13 ,21h 50m,1 stop,11087
Jet Airways,18-04-2022,Banglore,Delhi,11:10:00,14:05,2h 55m,non-stop,7229
SpiceJet,03-03-2022,Chennai,Kolkata,08:20:00,10:35,2h 15m,non-stop,7050
Jet Airways,01-04-2022,Kolkata,Banglore,20:00:00,18:15 02 ,22h 15m,1 stop,12681
SpiceJet,03-04-2022,Delhi,Cochin,08:45:00,13:15,4h 30m,1 stop,4098
SpiceJet,12-05-2022,Chennai,Kolkata,09:45:00,12:00,2h 15m,non-stop,3543
Jet Airways,21-05-2022,Kolkata,Banglore,20:25:00,18:00 22 ,21h 35m,1 stop,14151
Jet Airways,24-03-2022,Kolkata,Banglore,06:30:00,22:35,16h 5m,1 stop,13339
Jet Airways,24-05-2022,Kolkata,Banglore,21:10:00,12:00 25 ,14h 50m,1 stop,9663
Jet Airways,27-05-2022,Delhi,Cochin,11:30:00,04:25 28 ,16h 55m,1 stop,12898
Air India,03-06-2022,Delhi,Cochin,12:00:00,19:15,7h 15m,2 stops,8603
Jet Airways,12-06-2022,Kolkata,Banglore,16:30:00,12:00 13 ,19h 30m,1 stop,13044
SpiceJet,06-03-2022,Kolkata,Banglore,17:15:00,19:45,2h 30m,non-stop,4622
Multiple carriers,21-03-2022,Delhi,Cochin,14:00:00,21:00,7h,1 stop,13062
Multiple carriers,12-06-2022,Delhi,Cochin,09:15:00,19:00,9h 45m,1 stop,11622
Jet Airways,12-03-2022,Banglore,New Delhi,20:35:00,20:20 13 ,23h 45m,1 stop,11087
Multiple carriers,15-06-2022,Delhi,Cochin,10:20:00,19:00,8h 40m,1 stop,11789
Jet Airways,09-05-2022,Kolkata,Banglore,18:55:00,09:20 10 ,14h 25m,1 stop,9663
Jet Airways,06-03-2022,Banglore,New Delhi,08:55:00,16:10,7h 15m,1 stop,19225
Multiple carriers,27-06-2022,Delhi,Cochin,11:40:00,01:30 28 ,13h 50m,1 stop,5797
Multiple carriers,01-06-2022,Delhi,Cochin,12:50:00,19:15,6h 25m,1 stop,9526
Jet Airways,09-04-2022,Banglore,Delhi,19:50:00,22:50,3h,non-stop,7229
Multiple carriers,09-04-2022,Delhi,Cochin,08:30:00,19:00,10h 30m,1 stop,10877
Air India,06-03-2022,Banglore,New Delhi,08:15:00,22:55,14h 40m,2 stops,13942
Air Asia,09-05-2022,Banglore,Delhi,11:10:00,13:55,2h 45m,non-stop,3383
Jet Airways,15-06-2022,Delhi,Cochin,14:00:00,04:25 16 ,14h 25m,1 stop,10262
Air India,24-05-2022,Kolkata,Banglore,05:50:00,20:25,14h 35m,2 stops,11201
Jet Airways,01-06-2022,Delhi,Cochin,19:15:00,04:25 02 ,9h 10m,1 stop,10262
Air India,03-06-2022,Delhi,Cochin,22:00:00,19:15 04 ,21h 15m,2 stops,10231
Jet Airways,15-03-2022,Banglore,New Delhi,14:05:00,08:15 16 ,18h 10m,1 stop,9134
Air Asia,18-05-2022,Kolkata,Banglore,10:20:00,12:55,2h 35m,non-stop,5645
Jet Airways,01-06-2022,Delhi,Cochin,15:00:00,04:25 02 ,13h 25m,1 stop,14714
Air India,06-03-2022,Delhi,Cochin,16:40:00,19:15 07 ,26h 35m,2 stops,12646
Air India,03-06-2022,Delhi,Cochin,10:55:00,19:15,8h 20m,2 stops,12173
IndiGo,12-06-2022,Mumbai,Hyderabad,21:20:00,22:50,1h 30m,non-stop,2227
Multiple carriers,06-05-2022,Delhi,Cochin,07:30:00,19:00,11h 30m,1 stop,10529
Jet Airways,18-05-2022,Delhi,Cochin,11:00:00,14:15,3h 15m,non-stop,7202
Multiple carriers,27-05-2022,Delhi,Cochin,09:00:00,21:00,12h,1 stop,7886
SpiceJet,18-06-2022,Mumbai,Hyderabad,22:45:00,00:15 19 ,1h 30m,non-stop,2017
IndiGo,27-04-2022,Delhi,Cochin,05:05:00,16:10,11h 5m,1 stop,6171
Jet Airways,03-06-2022,Mumbai,Hyderabad,02:55:00,04:20,1h 25m,non-stop,4050
SpiceJet,09-05-2022,Kolkata,Banglore,11:35:00,18:50,7h 15m,1 stop,8479
Air Asia,18-05-2022,Banglore,Delhi,04:55:00,07:45,2h 50m,non-stop,4282
Vistara,24-05-2022,Kolkata,Banglore,20:20:00,20:20 25 ,24h,1 stop,9345
Air India,24-06-2022,Delhi,Cochin,05:15:00,06:50 25 ,25h 35m,1 stop,6587
IndiGo,03-05-2022,Mumbai,Hyderabad,20:05:00,21:40,1h 35m,non-stop,2754
SpiceJet,21-06-2022,Banglore,Delhi,21:10:00,00:05 22 ,2h 55m,non-stop,3919
Jet Airways,12-06-2022,Delhi,Cochin,09:40:00,04:25 13 ,18h 45m,2 stops,10368
Air India,03-03-2022,Banglore,New Delhi,09:30:00,16:20,6h 50m,1 stop,11654
GoAir,01-04-2022,Banglore,Delhi,20:55:00,23:40,2h 45m,non-stop,4239
IndiGo,27-05-2022,Delhi,Cochin,06:50:00,16:10,9h 20m,1 stop,6674
Multiple carriers,24-06-2022,Delhi,Cochin,13:00:00,01:30 25 ,12h 30m,1 stop,7198
IndiGo,12-06-2022,Kolkata,Banglore,21:00:00,02:15 13 ,5h 15m,1 stop,5930
Jet Airways,09-05-2022,Banglore,Delhi,07:10:00,10:10,3h,non-stop,7229
Air India,01-04-2022,Kolkata,Banglore,10:00:00,01:20 02 ,15h 20m,2 stops,10408
Air India,12-06-2022,Delhi,Cochin,07:10:00,07:40 13 ,24h 30m,2 stops,12488
IndiGo,09-06-2022,Chennai,Kolkata,05:15:00,07:40,2h 25m,non-stop,3540
Jet Airways,12-06-2022,Kolkata,Banglore,20:00:00,09:20 13 ,13h 20m,1 stop,8529
Jet Airways,24-06-2022,Delhi,Cochin,14:35:00,04:25 25 ,13h 50m,2 stops,13376
GoAir,24-05-2022,Kolkata,Banglore,16:40:00,00:15 25 ,7h 35m,1 stop,8855
Jet Airways,15-05-2022,Kolkata,Banglore,06:30:00,19:50,13h 20m,1 stop,14781
IndiGo,27-06-2022,Delhi,Cochin,17:10:00,01:30 28 ,8h 20m,1 stop,5684
Jet Airways,09-05-2022,Delhi,Cochin,19:30:00,04:25 10 ,8h 55m,2 stops,13029
Jet Airways,01-05-2022,Delhi,Cochin,19:10:00,19:00 02 ,23h 50m,2 stops,15129
Air India,09-06-2022,Kolkata,Banglore,09:25:00,18:30,9h 5m,1 stop,8576
Jet Airways,09-03-2022,Banglore,New Delhi,08:55:00,11:25 13 ,26h 30m,1 stop,11087
Jet Airways,09-06-2022,Mumbai,Hyderabad,10:20:00,11:50,1h 30m,non-stop,5678
Jet Airways,21-03-2022,Delhi,Cochin,18:15:00,04:25 22 ,10h 10m,1 stop,12557
IndiGo,27-03-2022,Chennai,Kolkata,11:35:00,14:00,2h 25m,non-stop,3858
Jet Airways,09-05-2022,Delhi,Cochin,14:00:00,12:35 10 ,22h 35m,1 stop,12373
IndiGo,18-03-2022,Mumbai,Hyderabad,09:10:00,10:40,1h 30m,non-stop,4049
Jet Airways,15-03-2022,Banglore,New Delhi,16:55:00,00:45 13 ,7h 50m,1 stop,21934
Air India,27-06-2022,Kolkata,Banglore,14:15:00,16:45,2h 30m,non-stop,5510
Vistara,15-06-2022,Delhi,Cochin,14:40:00,17:50,3h 10m,non-stop,6216
Air India,01-04-2022,Mumbai,Hyderabad,19:30:00,20:45,1h 15m,non-stop,2050
IndiGo,03-04-2022,Mumbai,Hyderabad,02:35:00,04:05,1h 30m,non-stop,2754
IndiGo,27-06-2022,Chennai,Kolkata,07:55:00,10:15,2h 20m,non-stop,3850
IndiGo,06-05-2022,Chennai,Kolkata,05:15:00,07:40,2h 25m,non-stop,3540
Jet Airways,01-05-2022,Kolkata,Banglore,06:30:00,08:15 02 ,25h 45m,1 stop,9663
Air India,06-03-2022,Delhi,Cochin,07:05:00,09:25 07 ,26h 20m,2 stops,9190
Jet Airways,27-05-2022,Delhi,Cochin,15:00:00,19:00 28 ,28h,1 stop,12898
GoAir,15-04-2022,Banglore,Delhi,07:45:00,10:40,2h 55m,non-stop,4632
SpiceJet,24-03-2022,Mumbai,Hyderabad,13:10:00,14:30,1h 20m,non-stop,2753
Air India,12-03-2022,Banglore,New Delhi,08:50:00,10:15 13 ,25h 25m,2 stops,12778
Air India,12-06-2022,Kolkata,Banglore,05:50:00,08:55 13 ,27h 5m,2 stops,12723
IndiGo,24-06-2022,Kolkata,Banglore,11:30:00,14:05,2h 35m,non-stop,4804
IndiGo,18-04-2022,Banglore,Delhi,20:00:00,22:50,2h 50m,non-stop,4823
Air Asia,27-06-2022,Delhi,Cochin,07:55:00,13:25,5h 30m,1 stop,6152
Vistara,27-06-2022,Delhi,Cochin,06:00:00,09:10,3h 10m,non-stop,6216
IndiGo,24-06-2022,Delhi,Cochin,02:00:00,07:45,5h 45m,1 stop,6016
Multiple carriers,27-06-2022,Delhi,Cochin,09:15:00,19:00,9h 45m,1 stop,11622
Air India,06-05-2022,Kolkata,Banglore,12:00:00,21:50,9h 50m,2 stops,10151
Jet Airways,27-03-2022,Delhi,Cochin,06:20:00,04:25 28 ,22h 5m,2 stops,12273
Jet Airways,12-06-2022,Delhi,Cochin,20:00:00,04:25 13 ,8h 25m,2 stops,12410
Jet Airways,12-03-2022,Banglore,New Delhi,05:45:00,08:15 13 ,26h 30m,1 stop,12547
Jet Airways,15-06-2022,Delhi,Cochin,22:50:00,12:35 16 ,13h 45m,1 stop,10262
Multiple carriers,09-05-2022,Delhi,Cochin,11:30:00,19:15,7h 45m,1 stop,14323
Jet Airways,21-06-2022,Mumbai,Hyderabad,19:35:00,21:05,1h 30m,non-stop,3210
Multiple carriers,03-03-2022,Delhi,Cochin,10:00:00,21:00,11h,1 stop,16863
Multiple carriers,01-06-2022,Delhi,Cochin,11:25:00,19:15,7h 50m,1 stop,8937
Jet Airways,27-03-2022,Delhi,Cochin,19:10:00,04:25 29 ,33h 15m,2 stops,10929
IndiGo,09-06-2022,Delhi,Cochin,10:35:00,01:30 10 ,14h 55m,1 stop,6104
SpiceJet,21-03-2022,Delhi,Cochin,15:55:00,21:55,6h,1 stop,5511
Jet Airways,24-03-2022,Kolkata,Banglore,21:10:00,16:20 25 ,19h 10m,1 stop,13759
Air India,21-05-2022,Delhi,Cochin,05:55:00,07:40 22 ,25h 45m,2 stops,11543
Jet Airways,18-05-2022,Kolkata,Banglore,09:35:00,19:10,9h 35m,1 stop,13067
Jet Airways,15-06-2022,Delhi,Cochin,07:05:00,04:25 16 ,21h 20m,1 stop,10262
Air India,06-06-2022,Delhi,Cochin,16:55:00,19:15 07 ,26h 20m,2 stops,13591
Jet Airways,27-03-2022,Delhi,Cochin,19:10:00,19:45 28 ,24h 35m,2 stops,10929
Jet Airways,27-04-2022,Banglore,Delhi,19:50:00,22:50,3h,non-stop,7229
Air Asia,15-05-2022,Delhi,Cochin,07:55:00,13:25,5h 30m,1 stop,6451
IndiGo,03-03-2022,Chennai,Kolkata,11:35:00,14:00,2h 25m,non-stop,7295
IndiGo,03-06-2022,Banglore,Delhi,01:30:00,04:15,2h 45m,non-stop,3943
SpiceJet,15-05-2022,Banglore,Delhi,21:10:00,00:05 16 ,2h 55m,non-stop,3573
Air India,24-06-2022,Delhi,Cochin,22:00:00,19:15 25 ,21h 15m,2 stops,9181
Air India,03-03-2022,Delhi,Cochin,09:45:00,09:25 04 ,23h 40m,1 stop,24017
Air India,09-03-2022,Delhi,Cochin,10:55:00,19:15 10 ,32h 20m,2 stops,17476
Air India,09-04-2022,Kolkata,Banglore,19:00:00,11:05 10 ,16h 5m,1 stop,4647
IndiGo,27-05-2022,Delhi,Cochin,11:25:00,21:00,9h 35m,1 stop,6314
Jet Airways,06-06-2022,Delhi,Cochin,14:35:00,04:25 07 ,13h 50m,2 stops,13376
Jet Airways,18-03-2022,Banglore,New Delhi,05:45:00,16:10,10h 25m,1 stop,12284
Jet Airways,09-05-2022,Banglore,Delhi,08:20:00,11:20,3h,non-stop,7229
Multiple carriers,01-05-2022,Delhi,Cochin,08:30:00,19:00,10h 30m,1 stop,9627
Air India,01-04-2022,Kolkata,Banglore,12:00:00,21:50,9h 50m,2 stops,9258
SpiceJet,03-06-2022,Kolkata,Banglore,09:00:00,11:25,2h 25m,non-stop,3873
SpiceJet,15-05-2022,Kolkata,Banglore,22:20:00,00:40 16 ,2h 20m,non-stop,3841
Multiple carriers,27-05-2022,Delhi,Cochin,09:45:00,22:30,12h 45m,1 stop,10486
Jet Airways,03-03-2022,Delhi,Cochin,16:00:00,18:50 04 ,26h 50m,1 stop,17234
IndiGo,27-06-2022,Delhi,Cochin,05:10:00,10:05,4h 55m,1 stop,6496
Multiple carriers,27-05-2022,Delhi,Cochin,08:30:00,19:00,10h 30m,1 stop,9627
Air India,12-06-2022,Kolkata,Banglore,16:50:00,11:10 13 ,18h 20m,1 stop,8366
Jet Airways,27-05-2022,Delhi,Cochin,20:00:00,04:25 28 ,8h 25m,2 stops,15318
SpiceJet,24-03-2022,Kolkata,Banglore,11:35:00,18:50,7h 15m,1 stop,9923
Jet Airways,01-04-2022,Kolkata,Banglore,10:20:00,17:35,7h 15m,1 stop,6077
Air India,09-06-2022,Chennai,Kolkata,11:40:00,13:55,2h 15m,non-stop,4667
Multiple carriers,09-05-2022,Delhi,Cochin,08:30:00,19:15,10h 45m,1 stop,8099
SpiceJet,01-05-2022,Mumbai,Hyderabad,13:15:00,14:45,1h 30m,non-stop,2385
Multiple carriers,27-06-2022,Delhi,Cochin,15:05:00,01:30 28 ,10h 25m,2 stops,15965
Jet Airways,06-05-2022,Kolkata,Banglore,06:30:00,18:15,11h 45m,1 stop,10844
Air India,12-05-2022,Banglore,Delhi,13:20:00,16:10,2h 50m,non-stop,6121
IndiGo,24-04-2022,Banglore,Delhi,22:10:00,01:00 25 ,2h 50m,non-stop,3625
Multiple carriers,27-05-2022,Delhi,Cochin,07:30:00,21:00,13h 30m,1 stop,8475
Jet Airways,27-05-2022,Delhi,Cochin,07:05:00,19:00,11h 55m,1 stop,12898
IndiGo,06-03-2022,Delhi,Cochin,02:05:00,07:25,5h 20m,1 stop,10851
Air India,21-03-2022,Delhi,Cochin,09:45:00,23:00,13h 15m,1 stop,5704
Vistara,18-03-2022,Banglore,New Delhi,21:10:00,00:05 16 ,2h 55m,non-stop,11598
Multiple carriers,27-05-2022,Delhi,Cochin,08:30:00,19:15,10h 45m,1 stop,9149
Air India,15-06-2022,Kolkata,Banglore,20:45:00,23:20,2h 35m,non-stop,4145
GoAir,21-05-2022,Delhi,Cochin,10:35:00,19:35,9h,1 stop,6195
IndiGo,09-05-2022,Delhi,Cochin,11:25:00,21:00,9h 35m,1 stop,6979
Air India,15-03-2022,Banglore,New Delhi,13:20:00,16:10,2h 50m,non-stop,7276
SpiceJet,15-05-2022,Delhi,Cochin,08:45:00,13:15,4h 30m,1 stop,4760
Vistara,18-06-2022,Chennai,Kolkata,17:45:00,20:05,2h 20m,non-stop,11982
IndiGo,27-03-2022,Chennai,Kolkata,22:05:00,00:25 28 ,2h 20m,non-stop,5277
Air India,09-06-2022,Delhi,Cochin,20:00:00,07:40 10 ,11h 40m,1 stop,8372
IndiGo,01-04-2022,Kolkata,Banglore,19:35:00,23:15,3h 40m,1 stop,4226
IndiGo,18-06-2022,Chennai,Kolkata,19:35:00,21:55,2h 20m,non-stop,3597
Multiple carriers,15-06-2022,Delhi,Cochin,08:45:00,21:00,12h 15m,1 stop,7005
Multiple carriers,09-05-2022,Delhi,Cochin,07:05:00,16:10,9h 5m,1 stop,8018
Jet Airways,09-06-2022,Delhi,Cochin,19:45:00,19:00 10 ,23h 15m,1 stop,10577
Jet Airways,12-06-2022,Delhi,Cochin,05:30:00,19:00,13h 30m,2 stops,11507
Air India,09-05-2022,Delhi,Cochin,05:00:00,19:15 10 ,38h 15m,2 stops,9653
Jet Airways,15-03-2022,Mumbai,Hyderabad,10:20:00,11:50,1h 30m,non-stop,4160
Jet Airways,03-06-2022,Delhi,Cochin,18:15:00,19:00 04 ,24h 45m,1 stop,14714
Jet Airways,09-05-2022,Mumbai,Hyderabad,02:55:00,04:20,1h 25m,non-stop,5678
Air India,18-05-2022,Kolkata,Banglore,07:00:00,01:20 19 ,18h 20m,2 stops,13873
Multiple carriers,27-06-2022,Delhi,Cochin,10:20:00,19:00,8h 40m,1 stop,11264
Jet Airways,24-03-2022,Kolkata,Banglore,13:55:00,20:40,6h 45m,1 stop,11134
Air Asia,21-03-2022,Delhi,Cochin,16:45:00,22:15,5h 30m,1 stop,6151
Jet Airways,18-05-2022,Kolkata,Banglore,05:45:00,19:50,14h 5m,1 stop,10844
Jet Airways,03-06-2022,Delhi,Cochin,09:40:00,12:35 04 ,26h 55m,2 stops,13014
Jet Airways,18-06-2022,Mumbai,Hyderabad,10:20:00,11:50,1h 30m,non-stop,4995
IndiGo,18-04-2022,Kolkata,Banglore,15:30:00,18:05,2h 35m,non-stop,4174
Air India,03-03-2022,Banglore,New Delhi,13:20:00,16:10,2h 50m,non-stop,12841
Jet Airways,09-05-2022,Kolkata,Banglore,17:00:00,21:05 10 ,28h 5m,1 stop,13067
Jet Airways,24-06-2022,Delhi,Cochin,16:00:00,19:00 25 ,27h,1 stop,10262
IndiGo,06-04-2022,Banglore,Delhi,10:10:00,13:00,2h 50m,non-stop,4423
Jet Airways,01-05-2022,Kolkata,Banglore,18:55:00,04:40 02 ,9h 45m,1 stop,8586
Jet Airways,15-05-2022,Kolkata,Banglore,21:10:00,09:20 16 ,12h 10m,1 stop,9663
IndiGo,15-06-2022,Delhi,Cochin,16:00:00,21:00,5h,1 stop,6069
Air India,06-05-2022,Chennai,Kolkata,11:40:00,13:55,2h 15m,non-stop,4667
Jet Airways,09-05-2022,Delhi,Cochin,21:50:00,19:00 10 ,21h 10m,1 stop,12373
Jet Airways,09-05-2022,Kolkata,Banglore,16:30:00,10:05 10 ,17h 35m,1 stop,13941
IndiGo,27-03-2022,Mumbai,Hyderabad,06:20:00,07:45,1h 25m,non-stop,3175
Air India,09-06-2022,Delhi,Cochin,21:00:00,19:15 10 ,22h 15m,1 stop,8372
Vistara,06-04-2022,Banglore,Delhi,17:00:00,19:35,2h 35m,non-stop,5613
IndiGo,18-05-2022,Delhi,Cochin,07:35:00,22:30,14h 55m,1 stop,7144
Jet Airways,06-06-2022,Kolkata,Banglore,06:30:00,16:20,9h 50m,1 stop,14571
IndiGo,24-03-2022,Chennai,Kolkata,22:05:00,00:25 25 ,2h 20m,non-stop,5277
Jet Airways,24-03-2022,Mumbai,Hyderabad,10:20:00,11:50,1h 30m,non-stop,2759
Air Asia,09-05-2022,Kolkata,Banglore,07:35:00,23:30,15h 55m,1 stop,5192
Jet Airways,09-06-2022,Delhi,Cochin,07:05:00,19:00,11h 55m,1 stop,14714
Air India,01-06-2022,Delhi,Cochin,12:00:00,19:15,7h 15m,2 stops,10336
Air India,24-03-2022,Kolkata,Banglore,20:45:00,23:20,2h 35m,non-stop,31945
Jet Airways,01-04-2022,Kolkata,Banglore,06:30:00,23:35,17h 5m,1 stop,7064
